"id","name","property_account_receivable_id:id","property_account_payable_id:id","property_account_expense_categ_id:id","property_account_income_categ_id:id","income_currency_exchange_account_id:id","expense_currency_exchange_account_id:id","default_pos_receivable_account_id:id","use_anglo_saxon"
"l10n_uk.l10n_uk","UK Tax and Account Chart Template (by SmartMode/OpusVL)","l10n_uk.1100","l10n_uk.2100","l10n_uk.5000","l10n_uk.4000","l10n_uk.7700","l10n_uk.7700","l10n_uk.1104","True"
